Age,Gender,Salary,Department,JobRole,Overtime,Experience,WorkLifeBalance,JobSatisfaction,Attrition
58,Female,120244,Sales,Manager,No,17,1,5,No
44,Female,79150,Sales,Associate,Yes,22,3,2,No
50,Female,49572,HR,Associate,No,23,4,4,Yes
42,Male,146053,HR,Director,No,24,2,5,No
48,Female,118960,IT,Executive,No,10,4,4,Yes
34,Female,55271,Management,Associate,No,12,2,5,No
44,Female,69810,IT,Manager,Yes,23,3,3,No
37,Female,84260,Support,Manager,No,1,2,3,Yes
51,Female,96566,Sales,Associate,No,2,2,1,No
25,Male,33138,IT,Lead,Yes,0,2,2,Yes
37,Female,149549,IT,Director,Yes,0,3,3,No
52,Male,67369,Sales,Executive,No,14,2,5,No
46,Female,35646,Sales,Developer,No,21,4,4,Yes
33,Female,48812,HR,Director,Yes,2,1,1,Yes
47,Female,108958,HR,Executive,No,3,4,4,No
58,Female,96181,Sales,Executive,Yes,11,2,4,No
54,Male,34628,IT,Executive,No,23,2,2,No
49,Male,44486,Support,Director,No,20,3,4,No
30,Female,107945,IT,Director,No,11,4,2,No
33,Male,143934,Support,Associate,No,13,2,5,No
26,Male,59266,Sales,Executive,No,10,3,4,No
49,Female,108268,Support,Manager,No,5,3,4,No
56,Male,66557,HR,Executive,Yes,24,3,4,No
26,Male,104961,Sales,Manager,Yes,13,3,5,No
55,Female,97731,Management,Associate,No,1,2,3,No
55,Female,104258,Support,Associate,Yes,2,2,3,No
34,Male,36494,Support,Executive,Yes,20,3,5,No
35,Female,41571,Management,Director,Yes,17,3,1,Yes
32,Female,54486,Management,Manager,No,7,4,1,No
59,Female,108436,Sales,Manager,Yes,1,3,2,Yes
25,Male,81635,IT,Manager,Yes,19,3,5,No
54,Female,20125,Management,Manager,Yes,15,2,1,Yes
28,Female,68814,Support,Developer,No,13,1,2,No
29,Male,143141,Management,Associate,No,18,4,4,No
58,Male,39318,Sales,Manager,Yes,19,2,4,Yes
31,Male,82363,Sales,Developer,No,3,3,1,Yes
36,Male,124221,Support,Developer,No,5,3,2,No
59,Male,63162,Support,Associate,No,11,3,2,Yes
36,Female,136292,Support,Lead,No,9,4,3,No
26,Male,147083,IT,Executive,Yes,8,3,1,Yes
50,Female,27590,Support,Associate,No,2,1,3,No
40,Male,54850,Sales,Lead,Yes,0,4,5,No
31,Female,32134,Sales,Director,Yes,13,4,2,Yes
33,Female,45230,Management,Executive,No,7,3,3,Yes
25,Male,35058,Support,Executive,No,22,4,2,No
52,Male,99837,IT,Executive,No,17,4,5,No
39,Male,123397,HR,Developer,Yes,20,1,3,No
37,Male,47039,Management,Manager,No,11,2,5,Yes
57,Male,141831,IT,Executive,No,11,1,2,Yes
46,Male,85820,Support,Manager,No,9,2,2,No
44,Female,58334,IT,Executive,Yes,3,1,4,No
33,Female,63525,HR,Developer,No,24,3,2,No
55,Female,146681,IT,Director,Yes,19,1,4,Yes
57,Female,126522,HR,Executive,No,4,4,5,No
58,Female,104194,HR,Associate,No,7,4,1,No
24,Male,48443,HR,Lead,No,18,4,5,Yes
30,Male,23972,IT,Executive,No,21,3,4,No
39,Female,84936,Support,Lead,Yes,5,1,1,No
56,Female,111703,Sales,Lead,Yes,15,2,4,No
55,Male,99215,Sales,Developer,Yes,22,1,2,No
35,Male,129877,IT,Director,Yes,8,1,4,No
25,Male,49519,Support,Lead,No,10,2,1,No
50,Male,111240,Sales,Developer,Yes,2,1,4,No
36,Female,122417,HR,Director,No,13,4,3,No
49,Female,117484,IT,Executive,Yes,4,2,3,No
37,Male,99914,IT,Manager,Yes,20,1,5,Yes
33,Male,95864,Management,Developer,No,20,2,5,No
26,Female,75881,Management,Lead,No,5,2,1,No
55,Female,44732,Management,Lead,No,0,3,4,Yes
22,Female,37673,Support,Executive,Yes,12,2,2,Yes
53,Male,95909,IT,Developer,Yes,8,2,1,No
47,Female,137199,Management,Executive,No,2,3,1,No
38,Male,25720,IT,Developer,Yes,5,3,1,Yes
48,Male,79115,HR,Manager,No,19,4,5,Yes
45,Male,135843,Management,Associate,No,22,4,1,No
56,Female,71940,IT,Executive,No,7,2,4,No
47,Female,25153,Support,Lead,Yes,3,3,1,Yes
59,Male,91762,Support,Executive,No,5,2,2,No
44,Female,88512,Support,Developer,No,11,2,1,No
43,Male,58019,Management,Executive,No,11,1,5,Yes
25,Female,121803,Support,Manager,Yes,6,2,5,No
30,Male,104833,Sales,Developer,Yes,15,3,2,No
25,Male,36587,HR,Director,No,6,1,1,No
28,Female,38206,IT,Lead,Yes,24,1,1,Yes
44,Female,111471,Sales,Lead,Yes,23,3,1,No
23,Male,115169,Management,Developer,Yes,2,4,5,No
45,Female,30736,IT,Director,Yes,12,3,1,Yes
52,Male,126937,IT,Manager,Yes,19,1,5,Yes
52,Male,26971,Support,Executive,Yes,8,3,5,No
55,Male,76577,IT,Associate,Yes,10,3,4,No
45,Male,95043,IT,Lead,No,6,4,3,No
47,Male,146917,HR,Manager,Yes,22,2,5,No
37,Male,45724,Management,Manager,No,14,3,3,No
34,Male,107702,Sales,Manager,No,0,2,4,No
36,Male,98694,Support,Executive,Yes,1,3,3,Yes
48,Female,142614,HR,Manager,No,0,3,3,No
25,Female,111310,Sales,Manager,No,14,4,2,No
37,Male,75155,Sales,Developer,No,3,3,2,Yes
51,Male,148491,HR,Developer,No,3,4,3,No
51,Male,31108,Support,Manager,Yes,13,3,5,No
57,Female,97613,Management,Manager,Yes,4,1,1,Yes
24,Male,89711,HR,Developer,No,20,1,1,No
43,Male,76938,HR,Executive,No,0,4,4,No
43,Male,121163,HR,Developer,No,14,3,5,Yes
33,Female,88498,Support,Developer,Yes,6,1,3,No
42,Female,99152,HR,Developer,No,15,3,2,No
25,Female,117789,HR,Developer,Yes,21,4,1,No
52,Male,37751,IT,Associate,Yes,23,3,3,Yes
52,Male,131161,IT,Lead,No,13,2,1,No
44,Female,90746,IT,Executive,No,14,4,2,Yes
41,Male,52390,IT,Director,Yes,14,4,2,Yes
36,Female,121213,HR,Executive,No,19,2,5,No
44,Female,128712,IT,Manager,No,0,3,3,No
49,Male,121709,Sales,Associate,No,18,1,3,Yes
37,Male,35993,Management,Manager,Yes,24,4,4,No
58,Male,80403,IT,Executive,No,6,4,4,No
42,Male,46859,Support,Executive,Yes,17,1,2,Yes
36,Female,40878,Management,Director,No,14,3,5,No
38,Female,100459,Sales,Director,Yes,12,1,3,No
58,Female,119124,Management,Manager,Yes,18,3,5,Yes
34,Female,145940,Management,Lead,No,17,2,2,Yes
40,Female,47100,Sales,Manager,Yes,3,1,2,Yes
51,Female,109622,IT,Lead,No,17,4,4,No
39,Male,82284,Sales,Lead,No,3,1,4,No
35,Female,79976,Support,Developer,No,15,4,3,No
57,Male,60023,Sales,Executive,No,13,2,5,No
57,Male,137350,HR,Developer,No,13,3,2,No
41,Female,67709,HR,Executive,No,6,4,4,No
40,Female,141792,Management,Developer,Yes,12,1,5,Yes
28,Male,118107,IT,Lead,Yes,23,2,2,Yes
25,Male,96553,IT,Developer,No,13,4,5,No
55,Female,74524,HR,Associate,Yes,9,1,1,No
23,Female,122757,Support,Developer,No,12,2,1,No
26,Male,105049,Sales,Director,No,5,1,4,No
31,Female,64974,Sales,Director,Yes,10,3,1,No
53,Female,66478,Sales,Developer,Yes,24,4,2,No
34,Female,73768,Support,Developer,No,5,1,4,No
26,Female,100396,Support,Associate,No,10,2,5,Yes
31,Female,93622,Sales,Executive,No,18,3,3,No
31,Male,68544,Sales,Developer,No,16,1,1,No
59,Female,147368,Support,Executive,Yes,24,4,1,No
48,Female,38050,Sales,Director,Yes,2,2,4,No
42,Male,125693,Support,Manager,No,0,2,2,No
29,Male,39784,Management,Lead,Yes,15,3,1,Yes
22,Female,148371,HR,Manager,Yes,11,1,5,No
49,Female,31774,HR,Associate,Yes,13,3,2,Yes
35,Male,54968,Support,Associate,Yes,17,2,1,No
42,Female,78236,Sales,Executive,No,2,4,1,Yes
51,Female,97678,HR,Executive,No,23,2,5,No
42,Female,70135,IT,Developer,No,7,1,1,Yes
30,Male,43007,Sales,Manager,Yes,17,2,2,Yes
38,Female,45158,Support,Executive,Yes,15,4,3,Yes
26,Female,91587,IT,Director,No,14,4,3,No
52,Male,117112,Support,Executive,No,21,3,1,No
59,Female,24115,Sales,Director,No,1,2,4,Yes
40,Female,104560,Management,Executive,No,15,1,2,No
57,Female,79317,Management,Lead,Yes,22,4,3,No
54,Female,26371,Management,Executive,No,9,4,4,Yes
34,Male,138105,Sales,Lead,No,10,1,3,No
35,Male,114226,Sales,Associate,No,18,2,4,No
54,Female,59355,IT,Developer,Yes,23,4,1,No
50,Female,117956,Sales,Manager,Yes,18,3,4,No
57,Female,63375,Sales,Executive,No,9,4,1,Yes
31,Female,133538,IT,Lead,Yes,21,1,4,No
52,Male,132234,IT,Executive,Yes,16,2,4,No
27,Male,94616,Support,Executive,No,23,4,4,No
22,Male,87419,HR,Lead,No,22,4,2,Yes
28,Female,90357,HR,Executive,Yes,0,2,3,No
48,Female,122126,Support,Manager,No,6,2,4,No
42,Female,28338,Management,Director,Yes,15,3,1,Yes
49,Male,136404,Sales,Director,Yes,10,4,4,No
37,Male,42007,IT,Director,Yes,20,3,2,Yes
44,Male,22477,IT,Director,Yes,17,3,2,Yes
41,Male,98671,Management,Associate,No,0,1,2,No
59,Male,62423,IT,Developer,No,1,4,4,Yes
46,Female,95973,Management,Executive,No,21,2,4,No
49,Female,68100,Support,Lead,No,1,3,4,No
26,Female,95038,Management,Manager,Yes,5,1,3,No
42,Male,49236,HR,Executive,Yes,23,1,4,Yes
39,Female,20368,Management,Associate,Yes,7,4,5,No
27,Female,45839,Support,Associate,Yes,21,1,2,Yes
50,Male,137537,Management,Lead,No,20,1,4,Yes
40,Male,131902,Support,Executive,Yes,19,4,3,No
54,Male,121051,HR,Director,Yes,13,3,1,Yes
22,Female,93098,Sales,Executive,No,21,1,2,No
24,Male,27139,Support,Executive,No,20,3,4,Yes
42,Female,47141,Sales,Associate,Yes,19,3,4,No
56,Female,128314,Support,Executive,Yes,21,3,1,No
24,Male,84262,Management,Director,No,24,2,3,No
46,Female,26704,Sales,Executive,No,24,4,5,No
59,Male,21887,Support,Executive,No,7,4,1,No
41,Male,31975,Support,Executive,Yes,16,3,3,Yes
55,Female,134747,Sales,Director,Yes,24,1,3,No
42,Female,20544,Support,Director,Yes,4,2,4,No
44,Female,104984,Sales,Lead,No,2,2,4,No
27,Male,108366,HR,Associate,No,23,4,2,No
34,Female,66323,IT,Developer,No,23,2,4,No
44,Male,140491,HR,Lead,Yes,24,3,4,No
30,Male,70382,Sales,Director,Yes,17,3,3,No
38,Female,43926,Management,Executive,No,9,4,4,Yes
23,Female,116538,Management,Developer,No,3,4,4,No
40,Female,133117,IT,Manager,No,9,2,4,No
40,Female,33333,Sales,Developer,Yes,17,1,5,Yes
28,Male,36942,Support,Lead,Yes,12,2,5,Yes
41,Female,100220,HR,Associate,No,21,4,2,No
30,Male,111624,HR,Lead,No,16,3,1,No
38,Female,42447,IT,Associate,Yes,13,3,3,Yes
48,Female,94397,IT,Associate,No,18,1,2,No
23,Female,44833,IT,Director,No,17,1,3,No
57,Male,149678,IT,Associate,No,22,2,1,No
40,Female,102990,IT,Manager,Yes,7,3,1,Yes
38,Male,86586,IT,Developer,Yes,17,2,2,No
26,Female,105958,Support,Lead,Yes,15,1,5,No
39,Female,41530,Support,Lead,Yes,24,4,5,No
28,Male,67060,HR,Associate,Yes,10,2,5,No
38,Male,101292,HR,Director,Yes,16,2,4,No
57,Female,89558,IT,Manager,Yes,17,3,4,No
25,Female,61104,HR,Manager,No,18,3,2,No
59,Male,22634,IT,Executive,No,17,3,4,Yes
46,Female,85210,Support,Manager,Yes,13,2,3,No
26,Male,112681,Management,Associate,No,16,3,2,No
51,Female,27288,Support,Associate,Yes,7,3,2,Yes
33,Male,94528,Sales,Developer,Yes,14,1,1,No
25,Male,54253,Support,Associate,Yes,16,3,1,No
45,Male,146628,Sales,Developer,No,20,4,2,Yes
50,Male,47005,HR,Manager,Yes,10,1,5,Yes
30,Male,137511,Support,Executive,No,5,2,1,No
25,Female,69824,Management,Director,Yes,22,2,4,No
45,Female,97702,Support,Lead,No,18,3,2,No
35,Female,113601,Support,Associate,Yes,15,4,3,No
26,Female,73574,Support,Manager,No,11,1,2,Yes
39,Female,37798,IT,Associate,Yes,14,3,3,Yes
40,Female,80712,Support,Developer,No,10,1,1,Yes
33,Female,49301,Support,Manager,No,6,3,5,No
39,Female,75267,Management,Lead,No,23,1,3,No
38,Female,23894,Sales,Developer,Yes,9,1,5,No
51,Male,23846,Sales,Manager,No,18,2,3,No
45,Male,83571,Management,Director,Yes,4,1,5,No
32,Female,34481,HR,Director,Yes,16,4,3,Yes
56,Male,144908,Support,Lead,No,24,2,2,Yes
44,Female,62154,HR,Director,No,23,3,2,No
38,Male,71176,Management,Developer,No,18,3,1,No
22,Male,136045,HR,Lead,No,3,1,2,No
36,Male,149447,Sales,Manager,Yes,0,2,4,Yes
53,Female,76628,IT,Developer,No,13,2,1,No
30,Female,115757,HR,Director,No,16,3,2,No
36,Female,133300,IT,Executive,Yes,13,4,2,No
49,Female,28048,HR,Associate,No,5,4,4,No
45,Male,47386,Management,Director,Yes,21,2,5,Yes
56,Female,53336,IT,Executive,No,24,2,2,No
43,Male,124794,HR,Lead,No,4,3,3,No
48,Female,43853,Management,Manager,No,2,2,5,Yes
40,Male,54713,Sales,Associate,No,21,3,3,No
33,Male,77690,Support,Manager,Yes,23,4,5,No
41,Male,36791,Management,Lead,No,14,2,3,No
22,Male,89764,Management,Manager,Yes,6,4,2,No
42,Female,97481,Sales,Developer,Yes,10,4,3,No
22,Female,61573,IT,Developer,No,9,1,2,No
31,Male,59899,HR,Director,No,13,3,4,No
53,Female,110217,IT,Director,No,2,3,3,Yes
43,Female,120522,Management,Director,No,13,3,1,Yes
39,Male,34975,HR,Director,No,16,1,1,Yes
53,Female,133913,Support,Lead,Yes,3,3,3,Yes
48,Female,93247,Support,Manager,Yes,5,1,2,No
49,Female,130295,HR,Director,No,19,2,5,No
39,Male,139045,Management,Lead,No,4,1,4,No
50,Female,32105,Sales,Associate,Yes,9,4,3,Yes
39,Male,69645,IT,Director,Yes,6,3,4,Yes
29,Male,50146,IT,Manager,No,14,1,2,Yes
52,Male,100774,Sales,Developer,Yes,20,1,1,No
55,Female,23868,Sales,Executive,No,20,1,2,Yes
28,Female,73537,Support,Developer,Yes,17,1,2,No
57,Female,64294,Sales,Manager,No,0,2,3,No
39,Male,81264,HR,Manager,No,3,2,4,No
59,Female,95596,Support,Manager,No,10,2,5,Yes
30,Male,25433,Management,Manager,Yes,9,3,4,No
30,Female,42612,Support,Director,Yes,12,1,5,No
29,Male,37822,Support,Associate,Yes,23,2,1,Yes
56,Female,54120,IT,Executive,Yes,18,3,4,No
39,Female,61004,Sales,Director,No,21,4,5,No
26,Female,41294,HR,Developer,No,9,4,4,No
35,Male,104300,Sales,Associate,Yes,17,3,2,No
49,Male,90096,IT,Lead,Yes,8,1,1,No
51,Female,102119,Sales,Manager,No,8,1,4,No
25,Male,101096,HR,Developer,No,19,4,2,Yes
41,Male,24424,Sales,Lead,Yes,11,1,2,Yes
46,Male,60615,IT,Executive,Yes,23,1,1,Yes
49,Female,46863,HR,Developer,Yes,13,1,4,No
33,Female,132499,Sales,Associate,No,1,1,3,Yes
23,Female,49469,IT,Director,No,9,2,3,No
35,Male,123101,IT,Lead,No,17,2,3,Yes
43,Female,145510,Support,Developer,No,5,1,2,No
52,Male,43184,HR,Director,Yes,1,3,4,No
44,Male,109446,HR,Director,No,16,2,5,No
41,Female,132613,Sales,Director,Yes,17,1,4,No
59,Female,107940,Support,Associate,No,17,2,1,Yes
25,Female,137456,HR,Manager,Yes,20,3,5,No
36,Male,55175,IT,Developer,Yes,13,3,1,No
45,Male,74649,HR,Director,No,21,2,4,No
46,Female,83872,Support,Manager,Yes,10,1,1,No
22,Male,89327,Management,Director,Yes,18,1,2,Yes
28,Female,52208,IT,Lead,No,15,4,3,No
52,Female,72445,HR,Lead,Yes,7,1,4,No
33,Female,71998,IT,Lead,No,17,3,5,No
26,Female,76994,Sales,Manager,No,2,3,5,No
59,Female,124812,IT,Manager,No,3,3,1,No
33,Female,132711,HR,Director,Yes,20,4,3,No
39,Male,72463,Sales,Associate,Yes,4,4,4,No
23,Male,79895,Sales,Developer,No,21,4,2,No
31,Female,95165,Sales,Associate,No,3,3,1,No
36,Female,52894,Management,Manager,Yes,6,2,4,No
51,Male,41990,Management,Developer,No,23,1,4,No
38,Male,62580,Sales,Lead,No,19,1,3,No
25,Female,93230,HR,Associate,No,24,2,5,No
28,Female,56087,Sales,Associate,Yes,5,2,3,No
52,Male,28673,Sales,Associate,Yes,23,1,1,Yes
55,Female,58199,IT,Manager,Yes,24,1,1,No
27,Male,52187,IT,Developer,No,16,4,3,No
59,Female,89914,IT,Lead,No,13,4,4,Yes
55,Male,43553,Support,Manager,No,4,2,5,Yes
36,Female,136809,IT,Lead,No,14,2,1,No
35,Female,72287,IT,Executive,Yes,22,3,3,Yes
27,Female,63780,HR,Executive,Yes,9,2,1,Yes
58,Male,124794,Management,Lead,No,1,2,5,No
53,Female,108060,Management,Executive,Yes,11,3,2,No
24,Male,128867,Management,Developer,No,10,1,2,No
24,Male,102158,Support,Developer,No,6,4,4,Yes
43,Male,21420,Sales,Manager,Yes,6,3,4,No
43,Male,67440,IT,Lead,Yes,18,2,2,No
31,Female,85876,HR,Manager,No,24,2,5,Yes
24,Female,64310,Support,Developer,No,6,1,3,No
33,Female,125824,Management,Developer,Yes,13,4,3,Yes
50,Male,63953,Support,Developer,Yes,11,4,5,Yes
38,Female,24987,HR,Associate,Yes,9,4,3,Yes
28,Male,111598,Support,Executive,No,4,4,4,Yes
34,Male,65517,Management,Manager,Yes,22,1,3,Yes
23,Male,52456,Sales,Manager,Yes,6,3,3,No
25,Female,138763,Management,Developer,Yes,5,1,4,No
31,Male,58180,Management,Associate,No,19,2,1,No
45,Female,82237,Management,Manager,Yes,23,1,2,Yes
38,Female,110844,Support,Director,Yes,1,2,3,No
27,Female,105398,HR,Manager,Yes,12,1,2,No
40,Male,77505,Management,Associate,Yes,15,4,2,No
26,Female,93206,Support,Developer,No,7,4,5,No
53,Male,137183,HR,Associate,Yes,12,3,5,No
31,Male,109782,Sales,Executive,No,13,4,5,No
30,Male,99302,Management,Manager,Yes,4,1,1,Yes
48,Male,142740,IT,Executive,Yes,22,2,1,No
34,Female,149288,Support,Manager,Yes,2,3,2,No
40,Female,49681,Sales,Executive,Yes,13,3,2,Yes
42,Female,28323,Sales,Manager,Yes,22,1,2,Yes
45,Female,87393,Sales,Director,Yes,24,1,2,No
59,Male,67223,Support,Developer,No,22,4,4,Yes
25,Male,116123,HR,Director,No,12,4,2,No
45,Male,111354,IT,Lead,No,16,4,5,Yes
56,Male,80832,HR,Associate,No,8,3,2,No
24,Female,45247,Management,Manager,No,6,3,5,No
25,Female,118808,IT,Associate,Yes,17,2,5,No
58,Male,125771,HR,Manager,Yes,20,3,2,No
56,Male,104076,Management,Lead,Yes,10,4,2,No
52,Male,111373,IT,Developer,Yes,15,3,3,No
46,Male,28484,Support,Developer,No,17,3,5,No
34,Female,50682,Management,Associate,No,6,3,2,No
25,Male,117243,HR,Director,Yes,24,2,2,No
35,Female,130146,IT,Lead,Yes,3,3,3,No
34,Female,90459,Management,Associate,No,18,2,4,No
48,Male,147162,Management,Developer,No,21,3,5,No
27,Male,62019,Support,Executive,Yes,23,2,5,No
38,Female,101456,Management,Associate,No,23,4,3,Yes
57,Female,63263,IT,Manager,Yes,23,2,4,No
56,Male,41938,Sales,Developer,Yes,20,1,1,Yes
38,Female,74890,IT,Manager,No,10,2,3,No
23,Male,33319,IT,Lead,No,12,2,2,No
34,Male,137483,Support,Director,Yes,5,4,2,Yes
23,Female,127697,Support,Director,No,12,2,2,No
49,Female,146193,Management,Developer,No,1,4,1,No
47,Male,79432,Support,Developer,Yes,21,4,2,No
43,Male,80772,Management,Director,Yes,13,4,1,Yes
24,Female,26900,Sales,Associate,Yes,12,1,3,Yes
56,Female,87696,HR,Director,No,4,2,1,No
33,Female,36236,Support,Director,Yes,2,1,2,Yes
45,Female,84255,Support,Associate,Yes,23,4,5,Yes
26,Male,76485,Sales,Manager,Yes,3,2,2,Yes
41,Male,142359,Support,Associate,No,13,4,1,No
34,Male,82293,Sales,Executive,No,17,2,1,No
33,Female,26221,Management,Developer,Yes,10,2,4,Yes
34,Female,45294,Support,Director,No,18,2,4,Yes
31,Male,30038,Support,Lead,No,1,3,4,Yes
54,Female,143757,Management,Developer,Yes,1,3,2,No
37,Female,105187,Support,Director,No,2,3,1,No
56,Female,73649,IT,Manager,No,22,2,4,No
24,Female,43360,Sales,Director,Yes,15,4,5,Yes
26,Female,28255,HR,Associate,No,0,4,3,No
47,Female,88235,IT,Developer,No,9,3,3,Yes
32,Male,129429,HR,Associate,No,5,1,4,Yes
28,Male,107464,IT,Director,No,16,2,4,No
31,Male,68169,IT,Manager,No,18,4,4,No
55,Male,20372,IT,Associate,Yes,11,4,3,Yes
24,Female,73179,Sales,Lead,Yes,19,3,4,No
29,Male,77649,HR,Director,No,15,1,5,Yes
52,Male,132848,Management,Manager,Yes,23,1,5,No
32,Male,38898,Management,Developer,Yes,1,2,5,No
28,Male,70083,Support,Developer,Yes,14,4,5,No
23,Female,43855,Sales,Lead,Yes,22,2,1,Yes
27,Female,54758,Sales,Executive,No,18,1,4,No
53,Male,138344,Sales,Associate,No,0,1,2,No
41,Male,29607,IT,Director,No,5,2,1,No
55,Female,125094,Sales,Developer,Yes,17,1,2,No
37,Female,94089,Management,Director,No,18,3,2,Yes
46,Male,25383,Sales,Lead,Yes,21,3,1,Yes
33,Female,133879,IT,Associate,No,2,1,4,No
28,Female,80112,HR,Manager,No,4,4,1,No
38,Male,20715,Sales,Director,Yes,2,1,3,Yes
32,Female,29837,HR,Lead,No,6,2,5,No
27,Male,77886,Support,Manager,Yes,6,4,1,No
44,Male,70699,IT,Manager,No,0,3,1,No
48,Female,99486,Sales,Manager,Yes,21,3,3,No
27,Female,93528,Support,Associate,Yes,12,3,5,No
59,Female,46817,Support,Executive,Yes,12,3,2,Yes
23,Female,69803,HR,Director,No,14,3,3,No
43,Female,119354,Management,Manager,No,18,4,4,No
41,Female,98893,Management,Developer,Yes,6,3,1,No
46,Male,90278,Management,Associate,Yes,16,4,1,No
36,Female,144732,Management,Associate,Yes,9,2,3,No
50,Male,80345,IT,Manager,No,18,1,1,Yes
29,Female,33369,Sales,Developer,Yes,17,4,5,No
58,Female,80428,Sales,Lead,No,7,3,5,No
54,Female,25044,IT,Associate,No,7,2,3,No
43,Female,85123,HR,Manager,No,8,2,3,No
26,Female,139744,Sales,Director,Yes,12,1,3,No
39,Male,95824,Support,Manager,No,24,1,4,Yes
59,Male,110914,Sales,Director,Yes,12,4,1,Yes
58,Male,27261,IT,Director,Yes,1,4,2,Yes
51,Female,129150,HR,Executive,No,6,1,2,No
52,Female,38064,Sales,Executive,No,6,1,2,No
31,Female,95335,IT,Lead,Yes,19,1,3,Yes
36,Male,89058,Support,Lead,No,21,2,4,No
39,Male,33690,Management,Director,No,0,1,4,No
44,Female,22057,Support,Lead,No,13,2,2,No
54,Male,121025,Support,Lead,No,5,3,2,Yes
37,Female,57589,HR,Manager,Yes,12,3,4,No
59,Female,120867,Sales,Manager,No,0,4,3,No
56,Male,34559,Management,Manager,No,20,4,3,No
55,Male,33692,IT,Developer,No,19,1,2,No
49,Male,146492,Management,Director,No,21,4,5,Yes
23,Male,68429,Sales,Lead,No,20,3,3,Yes
51,Female,85738,HR,Developer,No,20,4,5,No
34,Female,119245,Sales,Associate,No,2,2,1,No
37,Male,36972,IT,Director,No,14,4,3,No
26,Male,61530,Management,Associate,No,17,3,5,Yes
49,Male,145884,Support,Manager,Yes,22,3,1,No
41,Male,143075,Sales,Associate,Yes,9,3,1,No
45,Female,95073,HR,Manager,No,14,3,2,No
48,Female,143297,HR,Director,No,7,2,5,No
51,Female,87178,Management,Director,Yes,4,4,2,Yes
48,Female,21365,Support,Lead,Yes,8,3,1,Yes
47,Female,125860,IT,Developer,No,0,4,3,No
28,Female,85544,Support,Manager,Yes,18,1,3,No
59,Female,69683,Management,Executive,Yes,7,2,3,No
26,Male,114356,Support,Executive,Yes,4,1,5,Yes
44,Female,149406,Management,Lead,Yes,17,2,4,Yes
49,Male,78896,Support,Developer,Yes,8,3,2,No
55,Male,119339,Sales,Manager,Yes,0,4,4,Yes
36,Male,131067,HR,Lead,Yes,18,2,4,No
53,Female,38001,Management,Developer,Yes,13,1,1,Yes
47,Female,26722,Management,Executive,No,13,1,2,Yes
52,Female,40100,HR,Manager,Yes,3,4,1,Yes
40,Female,140763,IT,Developer,No,6,2,4,Yes
30,Male,37460,Management,Associate,Yes,19,1,1,Yes
50,Female,109523,Sales,Manager,No,10,1,1,Yes
25,Male,81645,Support,Associate,No,1,2,5,No
24,Female,89551,Sales,Director,No,17,3,2,No
50,Female,125433,Management,Director,No,9,3,2,No
32,Male,88498,IT,Director,Yes,0,4,4,Yes
54,Male,24840,Management,Lead,No,22,3,3,Yes
59,Male,70064,IT,Developer,Yes,13,4,1,No
32,Female,106069,HR,Director,No,24,1,2,No
48,Female,105990,Support,Developer,Yes,9,1,3,No
54,Male,68105,Sales,Developer,No,17,3,2,Yes
42,Female,25699,IT,Developer,Yes,6,2,4,No
52,Male,146441,Sales,Manager,Yes,23,3,1,No
59,Female,25922,HR,Associate,No,18,4,5,No
23,Male,44919,Management,Associate,Yes,3,4,4,No
48,Male,78536,IT,Lead,Yes,13,2,4,No
57,Female,46508,Support,Director,No,8,1,4,Yes
32,Male,107200,IT,Lead,Yes,3,1,3,No
39,Female,117806,Management,Developer,No,5,3,4,Yes
22,Female,45278,Management,Executive,No,23,4,5,Yes
56,Male,34862,Support,Executive,Yes,1,4,1,Yes
56,Male,33598,Support,Developer,No,0,2,2,Yes
52,Female,87434,HR,Director,No,22,2,3,No
49,Female,108475,Sales,Associate,Yes,16,3,4,No
22,Male,146473,IT,Lead,Yes,3,2,2,No
46,Male,116824,HR,Manager,Yes,4,1,4,No
59,Male,44774,Sales,Executive,No,17,2,1,No
41,Female,72384,HR,Lead,No,12,4,5,No
24,Female,22822,Support,Executive,Yes,19,4,5,No
23,Female,57252,Support,Associate,Yes,10,4,3,No
39,Male,110585,Management,Associate,Yes,22,4,2,No
31,Male,107420,IT,Developer,Yes,19,1,2,No
26,Female,33052,IT,Developer,Yes,0,3,5,No
30,Female,103574,IT,Executive,Yes,11,2,1,No
23,Male,102511,HR,Executive,Yes,12,3,3,Yes
